Nombre ejercicio,Grupo muscular principal,Grupo muscular secundario,Lugar de entrenamiento: casa/gimnasio,Nivel de dificultad,Material necesario,Equipamiento opcional,Tags GPT,URL video\n\n,,
Jumping jacks (mujer),Core,Cuádriceps,casa/gimnasio,Básico,Ninguno,Esterilla,"aislado, multiarticular, básico, ninguno, hipertrofia, casa, core, cuádriceps",https://drive.google.com/file/d/1kWC3wx40dgPWTRWx91aUzKyExfKecyAU/view?usp=drivesdk,,
Jumping jacks (hombre),Core,Cuádriceps,casa/gimnasio,Básico,Ninguno,Esterilla,"aislado, multiarticular, básico, ninguno, hipertrofia, casa, core, cuádriceps",https://drive.google.com/file/d/1XQ7SXI4ZsAhKA2vCEm-i6s6JlGhdkCYU/view?usp=drivesdk,,
Salto encogido – guía completa,Cuádriceps,Core,casa/gimnasio,Avanzado,Ninguno,Esterilla,"aislado, multiarticular, avanzado, ninguno, hipertrofia, casa, cuádriceps, core",https://drive.google.com/file/d/1-G4rVK8CFN8sEDG6myJzkRXFoRLB2HkU/view?usp=drivesdk,,
Salto encogido con rodillas al pecho,Cuádriceps,Core,casa/gimnasio,Avanzado,Ninguno,Esterilla,"aislado, multiarticular, avanzado, ninguno, hipertrofia, casa, cuádriceps, core",https://drive.google.com/file/d/1JheOJRwCijGnPBxfHPHqyb8atqv5urr4/view?usp=drivesdk,,
Salto en escalón,Cuádriceps,Glúteo mayor,Casa/Gimnasio,Intermedio,Escalón,Ninguno,"aislado, multiarticular, intermedio, escalón, hipertrofia, casa, cuádriceps, glúteo mayor",https://drive.google.com/file/d/1wsnScuZe5kqBcXEYJPFdnIUjTxCp1E0t/view?usp=drivesdk,,
Salto sobre caja pliométrica (hombre),Cuádriceps,Glúteo mayor,Gimnasio,Avanzado,Caja pliométrica,Ninguno,"aislado, multiarticular, avanzado, caja pliométrica, hipertrofia, gimnasio, cuádriceps, glúteo mayor",https://drive.google.com/file/d/1D9THxI8k_2VFkoz_ixQ2Hq1SpYqa8dxC/view?usp=drivesdk,,
Zancada con salto – guía completa,Cuádriceps,Glúteo mayor,casa/gimnasio,Intermedio,Ninguno,Esterilla,"aislado, multiarticular, intermedio, ninguno, hipertrofia, casa, cuádriceps, glúteo mayor",https://drive.google.com/file/d/1LZG1srS7Nglbw_xl8fiuapXEYUlpI2Fc/view?usp=drivesdk,,
Sentadilla con doble salto,Cuádriceps,Glúteo mayor,casa/gimnasio,Avanzado,Ninguno,Esterilla,"sentadilla, multiarticular, avanzado, ninguno, hipertrofia, casa, cuádriceps, glúteo mayor",https://drive.google.com/file/d/1AoEU4ep9b3c1Yxow9oJKcHhySN01J525/view?usp=drivesdk,,
Salto a caja (mujer),Cuádriceps,Glúteo mayor,Gimnasio,Intermedio,Caja,Ninguno,"aislado, multiarticular, intermedio, caja, hipertrofia, gimnasio, cuádriceps, glúteo mayor",https://drive.google.com/file/d/1kEeIHPHSxDLoIw7SdDcyARm8qwwkBtLe/view?usp=drivesdk,,
Salto lateral a caja (mujer),Cuádriceps,Glúteo medio,Gimnasio,Avanzado,Caja,Ninguno,"aislado, multiarticular, avanzado, caja, hipertrofia, gimnasio, cuádriceps, glúteo medio",https://drive.google.com/file/d/1NL2UlW5ulzQ7Or9iSq5IwrO9Vi_IKfFD/view?usp=drivesdk,,
Salto dividido hacia caja,Cuádriceps,Glúteo mayor,Gimnasio,Avanzado,Caja,Ninguno,"aislado, multiarticular, avanzado, caja, hipertrofia, gimnasio, cuádriceps, glúteo mayor",https://drive.google.com/file/d/1k6SpeNEV6i9NQKo0e5skHvaRVLkcgj7S/view?usp=drivesdk,,
Sentadilla con salto encogido,Cuádriceps,Core,casa/gimnasio,Avanzado,Ninguno,Esterilla,"sentadilla, multiarticular, avanzado, ninguno, hipertrofia, casa, cuádriceps, core",https://drive.google.com/file/d/1xDlEitfSLODLvnVe3DhYeD0_wzt0B65y/view?usp=drivesdk,,
Carrera + salto tipo jumping jack (mujer),Cuádriceps,Core,casa/gimnasio,Básico,Ninguno,Esterilla,"aislado, multiarticular, básico, ninguno, hipertrofia, casa, cuádriceps, core",https://drive.google.com/file/d/1sGQFAuPpEvuv52i2PWuRg1CMNXUhj8AF/view?usp=drivesdk,,
Sentadilla con salto con mancuernas,Cuádriceps,Glúteo mayor,Gimnasio,Avanzado,Mancuernas,Ninguno,"sentadilla, multiarticular, avanzado, mancuernas, hipertrofia, gimnasio, cuádriceps, glúteo mayor",https://drive.google.com/file/d/1xAJNmR-luELDLHrxXr1kaVvRYxoPXgRV/view?usp=drivesdk,,
Saltar a la comba (mujer),Cuádriceps,Gemelos,casa/gimnasio,Básico,Comba,Ninguno,"aislado, multiarticular, básico, comba, hipertrofia, casa, cuádriceps, gemelos",https://drive.google.com/file/d/1jsxr3Jf8idl2FZ3wHLWTqXGNNtbeajxC/view?usp=drivesdk,,
Sentadilla con salto con barra,Cuádriceps,Glúteo mayor,Gimnasio,Avanzado,Barra,Ninguno,"sentadilla, multiarticular, avanzado, barra, hipertrofia, gimnasio, cuádriceps, glúteo mayor",https://drive.google.com/file/d/18LCwVeWXIGN4fAPlob1__-aQAH3bCEXF/view?usp=drivesdk,,
Zancada con salto (hombre),Cuádriceps,Glúteo mayor,casa/gimnasio,Avanzado,Ninguno,Esterilla,"aislado, multiarticular, avanzado, ninguno, hipertrofia, casa, cuádriceps, glúteo mayor",https://drive.google.com/file/d/1Jgpt-OlmhCFYmbqh3T2AGOM2G8o9ajup/view?usp=drivesdk,,
Zancada con salto (mujer),Cuádriceps,Glúteo mayor,casa/gimnasio,Avanzado,Ninguno,Esterilla,"aislado, multiarticular, avanzado, ninguno, hipertrofia, casa, cuádriceps, glúteo mayor",https://drive.google.com/file/d/1LtkSZgVB_PPoPgKA2F6kfI1N1d9_sOcF/view?usp=drivesdk,,
Sentadilla con salto – versión fija,Cuádriceps,Glúteo mayor,casa/gimnasio,Intermedio,Ninguno,Esterilla,"sentadilla, multiarticular, intermedio, ninguno, hipertrofia, casa, cuádriceps, glúteo mayor",https://drive.google.com/file/d/1gBw1kwAjapwYzui8S-mkrhDypZPniWKr/view?usp=drivesdk,,
Pistol squat con salto – guía completa,Cuádriceps,Glúteo mayor,casa/gimnasio,Avanzado,Ninguno,Esterilla,"aislado, multiarticular, avanzado, ninguno, hipertrofia, casa, cuádriceps, glúteo mayor",https://drive.google.com/file/d/1yBhOT--yb58c9Rl9LZ40-YR6sDbTX5Dp/view?usp=drivesdk,,
Dominadas con salto – guía completa,Dorsales,Bíceps,Gimnasio,Avanzado,Barra dominadas,Ninguno,"aislado, multiarticular, avanzado, barra dominadas, hipertrofia, gimnasio, dorsales, bíceps",https://drive.google.com/file/d/1MNrd5C34N7bABJ7SbiWOYZ6Doe_G7b00/view?usp=drivesdk,,
Saltos laterales con comba (hombre),Gemelos,Cuádriceps,casa/gimnasio,Básico,Comba,Ninguno,"aislado, multiarticular, básico, comba, hipertrofia, casa, gemelos, cuádriceps",https://drive.google.com/file/d/1lSJvtelRmf-DXOEXR7YDFZQAU-fBA4Uv/view?usp=drivesdk,,
Saltar a la comba (hombre),Gemelos,Cuádriceps,casa/gimnasio,Básico,Comba,Ninguno,"aislado, multiarticular, básico, comba, hipertrofia, casa, gemelos, cuádriceps",https://drive.google.com/file/d/19ylZAk9kik9GL1AdUoPDqAIA_Aqlnxt_/view?usp=drivesdk,,
Extensión de pierna sentado con banda (hombre),Cuádriceps,Ninguno,casa/gimnasio,Intermedio,Banda elástica,Silla,"aislado, multiarticular, intermedio, banda elástica, hipertrofia, casa, cuádriceps, ninguno",https://drive.google.com/file/d/1Mucx58cceugP4LoHG3uqxGSqiD1y0E_B/view?usp=drivesdk,,
Extensión de pierna sentado con banda (mujer),Cuádriceps,Ninguno,casa/gimnasio,Básico,Banda elástica,Silla,"aislado, multiarticular, básico, banda elástica, hipertrofia, casa, cuádriceps, ninguno",https://drive.google.com/file/d/11mIXy8cxBLHPbW21NfIYlLrh8vWc0KiJ/view?usp=drivesdk,,
Plancha frontal con elevación de brazo y pierna (mujer),Core,Glúteo medio,casa/gimnasio,Intermedio,Ninguno,Esterilla,"aislado, multiarticular, intermedio, ninguno, hipertrofia, casa, core, glúteo medio",https://drive.google.com/file/d/1DZbt33F0muMHKM_ftKXE0ErXsJvwzaqX/view?usp=drivesdk,,
Curl femoral con toalla a dos piernas (versión 2),Isquiotibiales,Glúteo mayor,casa/gimnasio,Intermedio,Toalla,Superficie deslizante,"aislado, multiarticular, intermedio, toalla, hipertrofia, casa, isquiotibiales, glúteo mayor",https://drive.google.com/file/d/10mJbr9jml69BeA4_e_9-t2944w2v4PUn/view?usp=drivesdk,,
Curl femoral invertido (en máquina de dominadas),Isquiotibiales,Glúteo mayor,Gimnasio,Avanzado,Máquina dominadas,Esterilla,"aislado, multiarticular, avanzado, máquina dominadas, hipertrofia, gimnasio, isquiotibiales, glúteo mayor",https://drive.google.com/file/d/1v0VOXgsLXFFf3QP3ZcJnOcOnq64Vzbkv/view?usp=drivesdk,,
Estiramiento lateral de pierna (Pilates),Aductores,Isquiotibiales,casa/gimnasio,Básico,Ninguno,Esterilla,"aislado, multiarticular, básico, ninguno, hipertrofia, casa, aductores, isquiotibiales",https://drive.google.com/file/d/1oa_QrZYELtJ9U2x5xZM0ZAqt8dVOPnOq/view?usp=drivesdk,,
Plancha con brazo y pierna extendidos (posición push-up, mujer),Core,Glúteo medio,casa/gimnasio,Avanzado,Ninguno,Esterilla,"aislado, multiarticular, avanzado, ninguno, hipertrofia, casa, core, glúteo medio",https://drive.google.com/file/d/17LMp5MYe-olGhrYCjIVZoI4TrhuhgKfo/view?usp=drivesdk,
Curl femoral invertido asistido (versión 2),Isquiotibiales,Glúteo mayor,casa/gimnasio,Intermedio,Ninguno,Esterilla,"aislado, multiarticular, intermedio, ninguno, hipertrofia, casa, isquiotibiales, glúteo mayor",https://drive.google.com/file/d/1hZKhX5sBjMr4ITnR5jFoKz9GBSuRSXdM/view?usp=drivesdk,,
Curl deslizante puente a una pierna con toalla,Isquiotibiales,Glúteo mayor,casa/gimnasio,Avanzado,Toalla,Superficie deslizante,"aislado, multiarticular, avanzado, toalla, hipertrofia, casa, isquiotibiales, glúteo mayor",https://drive.google.com/file/d/1d8w9MiN2wPaE5pliR2stLYKdiyv7ZUdA/view?usp=drivesdk,,
Curl femoral de pie a una pierna,Isquiotibiales,Glúteo mayor,casa/gimnasio,Básico,Ninguno,Esterilla,"aislado, multiarticular, básico, ninguno, hipertrofia, casa, isquiotibiales, glúteo mayor",https://drive.google.com/file/d/19Co1EOV0JZBZohJXZm5vhSNDQ7Pe7IJr/view?usp=drivesdk,,
Pull-through con piernas rectas en polea (cuerda, mujer),Isquiotibiales,Glúteo mayor,Gimnasio,Intermedio,Polea con cuerda,Ninguno,"aislado, multiarticular, intermedio, polea con cuerda, hipertrofia, gimnasio, isquiotibiales, glúteo mayor",https://drive.google.com/file/d/16xNi5WhGVd72cxzOj2Ig_1uNhWt69cST/view?usp=drivesdk,
Elevaciones de pierna con peso (una pierna),Cuádriceps,Glúteo mayor,casa/gimnasio,Intermedio,Mancuerna o lastre,Esterilla,"aislado, multiarticular, intermedio, mancuerna o lastre, hipertrofia, casa, cuádriceps, glúteo mayor",https://drive.google.com/file/d/1TY_j96UonqChJw9q1wiOxIPcOw4DYpot/view?usp=drivesdk,,
Extensiones de pierna en máquina (carga estándar),Cuádriceps,Ninguno,Gimnasio,Básico,Máquina de extensión,Ninguno,"aislado, multiarticular, básico, máquina de extensión, hipertrofia, gimnasio, cuádriceps, ninguno",https://drive.google.com/file/d/1cWFcVcidjnr1rUNijNItVAwwvJ9W8kf2/view?usp=drivesdk,,
Extensión alterna de pierna en máquina (carga libre),Cuádriceps,Ninguno,Gimnasio,Intermedio,Máquina de extensión,Ninguno,"aislado, multiarticular, intermedio, máquina de extensión, hipertrofia, gimnasio, cuádriceps, ninguno",https://drive.google.com/file/d/15fRHOmLaRz9YxtGkGJPhuWMx2V6FRlZB/view?usp=drivesdk,,
Extensión de pierna sentado (versión 2),Cuádriceps,Ninguno,Gimnasio,Básico,Máquina de palanca,Ninguno,"aislado, multiarticular, básico, máquina de palanca, hipertrofia, gimnasio, cuádriceps, ninguno",https://drive.google.com/file/d/1vFpizqTaiPi-CZJ8WzLhKHItjO9dXYBO/view?usp=drivesdk,,
Prensa de pierna sentado,Cuádriceps,Glúteo mayor,Gimnasio,Básico,Máquina prensa,Ninguno,"aislado, multiarticular, básico, máquina prensa, hipertrofia, gimnasio, cuádriceps, glúteo mayor",https://drive.google.com/file/d/12AWqghTbM5OnqZyJmR3-SdbC_WjpANwA/view?usp=drivesdk,,
Curl femoral tumbado en máquina,Isquiotibiales,Glúteo mayor,Gimnasio,Básico,Máquina de palanca,Ninguno,"aislado, multiarticular, básico, máquina de palanca, hipertrofia, gimnasio, isquiotibiales, glúteo mayor",https://drive.google.com/file/d/1Ct_skCG4mAsPvy2nJoDjVJANtaXg59tV/view?usp=drivesdk,,
Extensión de pierna unilateral en máquina,Cuádriceps,Ninguno,Gimnasio,Intermedio,Máquina de extensión,Ninguno,"aislado, multiarticular, intermedio, máquina de extensión, hipertrofia, gimnasio, cuádriceps, ninguno",https://drive.google.com/file/d/1QLbwAR7OrdbOuk6K4HdGHjkaQ2Uqxca0/view?usp=drivesdk,,
Peso muerto con piernas rectas con barra (hombre),Isquiotibiales,Glúteo mayor,Gimnasio,Avanzado,Barra,Ninguno,"bisagra de cadera, multiarticular, avanzado, barra, hipertrofia, gimnasio, isquiotibiales, glúteo mayor",https://drive.google.com/file/d/19C9-RWbobfrIrlmrRTHMmaHbPQUbuPI9/view?usp=drivesdk,,
Elevaciones de gemelos de pie en multipower (mujer),Gemelos,Ninguno,Gimnasio,Intermedio,Multipower,Plataforma,"aislado, multiarticular, intermedio, multipower, hipertrofia, gimnasio, gemelos, ninguno",https://drive.google.com/file/d/1H-zf3MzF5ASSJyyMIOBf7tkXRl8HHDmd/view?usp=drivesdk,,
Prensa de pierna 45° en máquina (mujer),Cuádriceps,Glúteo mayor,Gimnasio,Básico,Máquina prensa 45°,Ninguno,"aislado, multiarticular, básico, máquina prensa 45°, hipertrofia, gimnasio, cuádriceps, glúteo mayor",https://drive.google.com/file/d/1zNtiYbwViwrfxX8OYH_1Wa1L4zpcnCf1/view?usp=drivesdk,,
Peso muerto con piernas rectas con barra (mujer),Isquiotibiales,Glúteo mayor,Gimnasio,Avanzado,Barra,Ninguno,"bisagra de cadera, multiarticular, avanzado, barra, hipertrofia, gimnasio, isquiotibiales, glúteo mayor",https://drive.google.com/file/d/1jwIGB1prdXncvMa8hNUZf9VlEQ9znlOa/view?usp=drivesdk,,
Patada lateral con pierna flexionada en banda (posición de rodillas, mujer),Glúteo medio,Isquiotibiales,casa/gimnasio,Intermedio,Banda elástica,Esterilla,"bisagra de cadera, multiarticular, intermedio, banda elástica, hipertrofia, casa, glúteo medio, isquiotibiales",https://drive.google.com/file/d/1AOBF8rOoAMaWgssPQwFFx7QYz1aYXiYi/view?usp=drivesdk,
Prensa de pierna en multipower (versión FIX),Cuádriceps,Glúteo mayor,Gimnasio,Intermedio,Multipower,Ninguno,"aislado, multiarticular, intermedio, multipower, hipertrofia, gimnasio, cuádriceps, glúteo mayor",https://drive.google.com/file/d/1jpLVHDD_Ax8l7HxxlfmuiTr4Oa80SVjc/view?usp=drivesdk,,
Prensa de pierna en multipower (mujer),Cuádriceps,Glúteo mayor,Gimnasio,Básico,Multipower,Ninguno,"aislado, multiarticular, básico, multipower, hipertrofia, gimnasio, cuádriceps, glúteo mayor",https://drive.google.com/file/d/1yaH6-OjjMCsfrMYNNuVH-zMlGuVS5JrC/view?usp=drivesdk,,
Prensa 45° con apertura de piernas amplia (versión FIX),Cuádriceps,Glúteo medio,Gimnasio,Intermedio,Máquina prensa 45°,Ninguno,"aislado, multiarticular, intermedio, máquina prensa 45°, hipertrofia, gimnasio, cuádriceps, glúteo medio",https://drive.google.com/file/d/151ZTQsWBT3nP4kTKqPcWsUoxKWDy5ldW/view?usp=drivesdk,,
Extensión de pierna a una pierna sobre fitball (mujer),Cuádriceps,Core,casa/gimnasio,Avanzado,Fitball,Esterilla,"aislado, multiarticular, avanzado, fitball, hipertrofia, casa, cuádriceps, core",https://drive.google.com/file/d/1Xh49zXUL1Lpi2yu62bdpB4N5_DeON8Er/view?usp=drivesdk,,
Estiramiento de cuádriceps tumbada (mujer),Cuádriceps,Ninguno,casa/gimnasio,Básico,Ninguno,Esterilla,"aislado, multiarticular, básico, ninguno, hipertrofia, casa, cuádriceps, ninguno",https://drive.google.com/file/d/1v2lJ-Y5XeAvwAosW0wmljMIBMmyA7vaY/view?usp=drivesdk,,
Estiramiento de cuádriceps de pie (mujer),Cuádriceps,Ninguno,casa/gimnasio,Básico,Ninguno,Ninguno,"aislado, multiarticular, básico, ninguno, hipertrofia, casa, cuádriceps, ninguno",https://drive.google.com/file/d/1QDKrY5B6IfpTJ0SEU3G7Y4STv1nW-aXV/view?usp=drivesdk,,
Estiramiento de cuádriceps de pie con equilibrio,Cuádriceps,Core,casa/gimnasio,Intermedio,Ninguno,Ninguno,"aislado, multiarticular, intermedio, ninguno, hipertrofia, casa, cuádriceps, core",https://drive.google.com/file/d/1WzScDv0NFFAOCIXPrjzAwUuys9ou6r8C/view?usp=drivesdk,,
Estiramiento de cuádriceps de pie con carga,Cuádriceps,Core,casa/gimnasio,Avanzado,Mancuerna,Ninguno,"aislado, multiarticular, avanzado, mancuerna, hipertrofia, casa, cuádriceps, core",https://drive.google.com/file/d/1L4HbNTtBL3hnp1vI-NtzWEZk11HLUnvd/view?usp=drivesdk,,
Estiramiento lateral tumbado de cuádriceps,Cuádriceps,Ninguno,casa/gimnasio,Básico,Ninguno,Esterilla,"aislado, multiarticular, básico, ninguno, hipertrofia, casa, cuádriceps, ninguno",https://drive.google.com/file/d/10IB9448w8WBwNEVda3xlVLo9fY9maHFF/view?usp=drivesdk,,
Buenos días con barra (hombre),Isquiotibiales,Glúteo mayor,Gimnasio,Intermedio,Barra,Ninguno,"aislado, multiarticular, intermedio, barra, hipertrofia, gimnasio, isquiotibiales, glúteo mayor",https://drive.google.com/file/d/1JRZlV_0zb6yAkqaoE-43xhUKfeXQ4nJ-/view?usp=drivesdk,,
Zancada con barra,Glúteo mayor,Cuádriceps,Gimnasio,Intermedio,Barra,Ninguno,"bisagra de cadera, multiarticular, intermedio, barra, hipertrofia, gimnasio, glúteo mayor, cuádriceps",https://drive.google.com/file/d/10c1UYYBm68ciWst98B4DOFW5pulz8zNv/view?usp=drivesdk,,
Buenos días con barra (mujer),Isquiotibiales,Glúteo mayor,Gimnasio,Intermedio,Barra,Ninguno,"aislado, multiarticular, intermedio, barra, hipertrofia, gimnasio, isquiotibiales, glúteo mayor",https://drive.google.com/file/d/1BpC7V3IDqhNSO9nyB_YR6VpAjf8NXbHf/view?usp=drivesdk,,
Zancada lateral con barra (mujer),Glúteo medio,Cuádriceps,Gimnasio,Intermedio,Barra,Ninguno,"bisagra de cadera, multiarticular, intermedio, barra, hipertrofia, gimnasio, glúteo medio, cuádriceps",https://drive.google.com/file/d/1ctgfN2fNKQW7pZaBUrFOeIpjrrp_-rvp/view?usp=drivesdk,,
Zancada hacia atrás con barra,Glúteo mayor,Cuádriceps,Gimnasio,Intermedio,Barra,Ninguno,"bisagra de cadera, multiarticular, intermedio, barra, hipertrofia, gimnasio, glúteo mayor, cuádriceps",https://drive.google.com/file/d/19v2f6Cfd2Q_eH369ZxdHrH_RPYheqlvc/view?usp=drivesdk,,
Remo de deltoides posteriores con cuerda en polea, de rodillas (hombre),Hombros,Espalda alta,Gimnasio,Intermedio,Polea con cuerda,Esterilla,"aislado, multiarticular, intermedio, polea con cuerda, hipertrofia, gimnasio, hombros, espalda alta",https://drive.google.com/file/d/1Sz7uJQb6nWlakfQagKesZqI95OG91Cvf/view?usp=drivesdk,
Ejercicios con cuerdas de batalla,Core,Cardio,Gimnasio,Intermedio,Cuerdas de batalla,Ninguno,"aislado, multiarticular, intermedio, cuerdas de batalla, hipertrofia, gimnasio, core, cardio",https://drive.google.com/file/d/1WICwCscwWKQeRjDAtXoGPpQJzoIyOLVJ/view?usp=drivesdk,,
Zancada con estiramiento y carga,Glúteo mayor,Cuádriceps,Gimnasio,Avanzado,Barra,Ninguno,"bisagra de cadera, multiarticular, avanzado, barra, hipertrofia, gimnasio, glúteo mayor, cuádriceps",https://drive.google.com/file/d/1ebNBi7XT2nC4ZyLdIbE-5GwLXGNqHJko/view?usp=drivesdk,,
Zancada hacia atrás con landmine,Glúteo mayor,Cuádriceps,Gimnasio,Avanzado,Landmine,Disco,"bisagra de cadera, multiarticular, avanzado, landmine, hipertrofia, gimnasio, glúteo mayor, cuádriceps",https://drive.google.com/file/d/1671vcz0VdFLVxND62FPL3j_722QmO_id/view?usp=drivesdk,,
Cruces de palanca en máquina,Pectoral,Core,Gimnasio,Intermedio,Máquina de palanca,Ninguno,"empuje horizontal, multiarticular, intermedio, máquina de palanca, hipertrofia, gimnasio, pectoral, core",https://drive.google.com/file/d/1KYV2OeG7wxxKVGbP0DBtktKWZAADxmOV/view?usp=drivesdk,,
Elevaciones laterales en máquina (versión 2),Hombros,Trapecio medio,Gimnasio,Intermedio,Máquina de palanca,Ninguno,"aislado, multiarticular, intermedio, máquina de palanca, hipertrofia, gimnasio, hombros, trapecio medio",https://drive.google.com/file/d/1q_H-j8yL47-3ZHqmNCyU2QQIRp371Kmx/view?usp=drivesdk,,
Elevaciones de gemelos sentado en máquina (con discos),Gemelos,Tibial anterior,Gimnasio,Intermedio,Máquina de palanca,Discos,"aislado, multiarticular, intermedio, máquina de palanca, hipertrofia, gimnasio, gemelos, tibial anterior",https://drive.google.com/file/d/1sBWUzACdlrjcPiOz3ixovjbYBnutWnp6/view?usp=drivesdk,,
Thrusters con barra,Cuádriceps,Hombros,Gimnasio,Avanzado,Barra,Ninguno,"aislado, multiarticular, avanzado, barra, hipertrofia, gimnasio, cuádriceps, hombros",https://drive.google.com/file/d/1Do4wnp98ZQVKzANtTMjus4-i9EwIA3R8/view?usp=drivesdk,,
Peso muerto en máquina con discos,Isquiotibiales,Glúteo mayor,Gimnasio,Intermedio,Máquina de palanca,Discos,"bisagra de cadera, multiarticular, intermedio, máquina de palanca, hipertrofia, gimnasio, isquiotibiales, glúteo mayor",https://drive.google.com/file/d/11PhNRCImzFtt2aw-nx-ktGCczF_TLOv0/view?usp=drivesdk,,
Zancada con barra (mujer),Glúteo mayor,Cuádriceps,Gimnasio,Intermedio,Barra,Ninguno,"bisagra de cadera, multiarticular, intermedio, barra, hipertrofia, gimnasio, glúteo mayor, cuádriceps",https://drive.google.com/file/d/1vjpy74OGC_5S_EiZkJSGFetBW30EOlIS/view?usp=drivesdk,,
